API WELL NUMBER,CV_TWPNM,CONAME,Company Phone,WELL NAME,WELL NUMBER,PRODUCING FORMATION,COMPLETED DATE,SECTION,LOT,WELL LATITUDE,WELL LONGITUDE,TANK LATITUDE,TANK LONGITUDE,NUMBER OF STORAGE TANKS,MAXIMUM STORAGE CAPACITY,CNTY_APINO,Nearest_SWIW_API,Nearest_SWIW_km
34073203990000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,STAHR LEWIS,2,CLINTON SAND,19585.0,18.0,,39.5146719111402,-82.6071222529265,,,,,73,34129200590000,28.574040940370566
34073204060000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,MCKITTRICK DOROTHY 1,1,CLINTON SAND,19753.0,8.0,,39.519607686287,-82.5918766940135,,,,,73,34127226160000,29.234357165165182
34073204170000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WHITLATCH CASHES L 1,1,CLINTON SAND,19834.0,8.0,,39.5232465639762,-82.5905556640253,,,,,73,34127226160000,28.914202082801122
34073204210000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,STAHR LEWIS 3-9340,3-9340,CLINTON SAND,19877.0,18.0,,39.5126532308585,-82.604875548717,,,,,73,34129200590000,28.805411168844397
34073204220000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,EIGENSEE HAROLD H 3-9339,3-9339,CLINTON SAND,19878.0,18.0,,39.5055041896075,-82.6104183563061,,,,,73,34129200590000,28.50332336325354
34073204240000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,KIRK LYSLE R 3-9350,3-9350,CLINTON SAND,19911.0,17.0,,39.515984912863,-82.5969938532562,,,,,73,34129200590000,29.402674916801494
34073204290000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,MCDOWELL J B F ET AL 1-9368,1-9368,CLINTON SAND,20052.0,19.0,,39.4915247324866,-82.6231983889364,,,,,73,34129200590000,27.831675995821534
34073204300000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,H. FEATHROLF 1,1,CLINTON SAND,20009.0,17.0,,39.5061661539137,-82.597802466039,,,,,73,34129200590000,29.54447140786309
34073204320000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,OHIO FUEL GAS CO 1,1,CLINTON SAND,20045.0,17.0,,39.5063626687421,-82.6023568998934,,,,,73,34129200590000,29.157932813854035
34073204370000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,POLING W P 1-9421,1-9421,CLINTON SAND,20078.0,32.0,,39.4611640486403,-82.5939250651945,,,,,73,34129200590000,31.295618274399594
34073204380000,GOOD HOPE,HISTORIC OWNER,6148885080,GOSS DANIEL 2,2,CLINTON SAND,1397.0,26.0,,39.5665669870264,-82.5284551845795,,,,,73,34127226160000,21.836883246755672
34073204440000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WILLIS RALPH Q     2-9436,2-9436,CLINTON SAND,,20.0,,39.493160898127,-82.603645109713,,,,,73,34129200590000,29.397610961945265
34073204510000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,EDWARDS E E & COLLET GRACE 1-9452,1-9452,CLINTON SAND,20156.0,19.0,,39.4933570348608,-82.616883671014,,,,,73,34129200590000,28.296448311548406
34073204730000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HANSEN EARL W 1,1,CLINTON SAND,20311.0,8.0,,39.5195368686181,-82.5875732625272,,,,,73,34127226160000,28.934485258300928
34073205080000,WARD,"Schmelzer Energy, LLC",+1 (740) 215-2192,SHERON B F     1,1,,20507.0,22.0,5.0,39.5217191416244,-82.227328284707,39.52083,-82.22708,1.0,100.0,73,34009230360000,12.722146023464095
34073205440000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HUFFINES EMERY L     2-9543,2,CLINTON SAND,20682.0,9.0,8.0,39.5189879814174,-82.5754779506021,,,,,73,34127226160000,28.12327906382588
34073205470000,MARION,HISTORIC OWNER,6148885080,MCCLURE ROBERT 1,1,CLINTON SAND,20676.0,25.0,,39.5963533943404,-82.3836963243075,,,,,73,34127226160000,10.12199245894899
34073205670000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,THULLEN CORA S 1,1,CLINTON SAND,20849.0,12.0,,39.5297454819152,-82.6334637429715,,,,,73,34129200590000,26.07390131628347
34073213630000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,KUHN CLAYTON W 2-10777,2,CLINTON SAND,25071.0,20.0,,39.4911615473046,-82.5946491951104,,,,,73,34129200590000,30.200818044816526
34073213670000,MARION,KILBARGER INVESTMENTS INC,7403856019,SAUNDERS     1,1,CLINTON GROUP,24745.0,1.0,,39.6473360657046,-82.3828088037983,39.64442,-82.38342,2.0,200.0,73,34127226160000,6.648653825917628
34073213900000,MARION,KILBARGER INVESTMENTS INC,7403856019,M FEATHEROLF,1,CLINTON SAND,25366.0,27.0,,39.5962338716472,-82.4213973996994,39.59544,-82.42103,2.0,200.0,73,34127226160000,12.41257065862994
34073214280000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING-HAWK # 2,2,CLINTON GROUP,25669.0,31.0,,39.4849686361094,-82.2728930165343,,,1.0,100.0,73,34009230360000,10.963981118679389
34073205820000,MARION,GAIA EXPLORATION LLC,7406382141,NEFF     1,1,CLINTON SAND,20941.0,34.0,,39.5737980467946,-82.4355239929843,,,2.0,200.0,73,34127226160000,14.979101320157396
34073205870000,MARION,HISTORIC OWNER,6148885080,DAUBENMIER HUGH F 2,2,CLINTON SAND,20978.0,25.0,,39.5889649674589,-82.3919654782377,,,,,73,34127226160000,11.206309335412199
34073206090000,MARION,KILBARGER INVESTMENTS INC,7403856019,WILKINS,1,CLINTON SAND,21210.0,34.0,,39.5790609461837,-82.4402305867201,,,2.0,200.0,73,34127226160000,14.879579476172053
34073206160000,MARION,KILBARGER INVESTMENTS INC,7403856019,INBODEN,1,CLINTON SAND,21353.0,25.0,,39.5878605993418,-82.3883302531436,39.59134,-82.38798,2.0,200.0,73,34127226160000,11.110326192521208
34073206300000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,KONKLE F W 2-724,2-724,CLINTON SAND,21534.0,33.0,,39.4658542286147,-82.5819165103919,,,,,73,34129200590000,32.08248211439054
34073206350000,MARION,KILBARGER INVESTMENTS INC,7403856019,F. LIFF # 1,1,CLINTON SAND,21721.0,33.0,,39.5754534829392,-82.4524622323382,39.57351,-82.45133,2.0,200.0,73,34127226160000,15.936801691818047
34073206460000,MARION,KILBARGER INVESTMENTS INC,7403856019,POLING # 1,1,CLINTON SAND,21810.0,34.0,,39.5832721778573,-82.4395067420797,39.5834,-82.44013,2.0,200.0,73,34127226160000,14.527377537588874
34073206500000,MARION,HUFFINES RICHARD & VICKY,7403850408,SWICK # 1,1,CLINTON SAND,21844.0,33.0,,39.5820655233031,-82.442204214196,,,,,73,34127226160000,14.790740576589448
34073206610000,MARION,KILBARGER INVESTMENTS INC,7403856019,SHERMAN POLING,3-2,CLINTON SAND,21898.0,36.0,,39.581770954769,-82.3882087121687,39.58201,-82.38909,2.0,200.0,73,34127226160000,11.64984460621769
34073206770000,MARION,LOGAN GAS INC,7403806597,BATEMAN # 1,1,CLINTON SAND,22077.0,26.0,,39.5883430994673,-82.4028844087305,,,2.0,200.0,73,34127226160000,11.868466816685025
34073206780000,MARION,Schall James C and Marjorie A,+1 (740) 756-7245,CARL EBERTS # 1,1,CLINTON SAND,22081.0,25.0,,39.5950459181412,-82.3946068727845,39.59441,-82.39611,,,73,34127226160000,10.83987855233261
34073206790000,MARION,LOGAN GAS INC,7403806597,BATEMAN FRANK     1,1,CLINTON SAND,22080.0,26.0,,39.5934131616206,-82.4121744526585,39.59354,-82.41443,3.0,300.0,73,34127226160000,12.026045518366743
34073206800000,MARION,Eco Power Crypto LLC,832-954-9711,COAKLEY JAMES G     1,1,CLINTON SAND,22092.0,36.0,,39.5691305888278,-82.385341448399,39.56943,-82.38557,1.0,100.0,73,34127226160000,12.695611856141547
34073206810000,MARION,GAIA EXPLORATION LLC,7406382141,MATHIAS     2,2,CLINTON SAND,22084.0,34.0,,39.5719751006847,-82.4408432554476,39.34323,-82.26402,1.0,100.0,73,34127226160000,15.448884164531774
34073206970000,MARION,KILBARGER INVESTMENTS INC,7403856019,CHARLES MILLER # 1,1,CLINTON SAND,22140.0,26.0,,39.5884108076955,-82.4121026790498,39.58869,-82.41199,3.0,300.0,73,34127226160000,12.408395598272422
34073207160000,MARION,KILBARGER INVESTMENTS INC,7403856019,SCOTT,1,CLINTON SAND,22220.0,35.0,,39.5815903365178,-82.3978309289745,39.58177,-82.39787,2.0,130.0,73,34127226160000,12.160572517953979
34073207180000,MARION,KILBARGER INVESTMENTS INC,7403856019,F MILLER,1,CLINTON SAND,22249.0,34.0,,39.5820036094642,-82.4294672042905,39.58229,-82.42839,2.0,200.0,73,34127226160000,13.975160142424283
34073207400000,MARION,LOGAN GAS INC,7403806597,BATEMAN 3,3,CLINTON SAND,22284.0,26.0,,39.590621144142,-82.4123802192256,39.59354,-82.41443,3.0,300.0,73,34127226160000,12.252923530112815
34073207440000,MARION,KILBARGER INVESTMENTS INC,7403856019,SCOTT     2,2,CLINTON SAND,22276.0,36.0,,39.5791944301009,-82.3988881246506,39.57741,-82.39904,2.0,200.0,73,34127226160000,12.425997034711637
34073207830000,MARION,LOGAN GAS INC,7403806597,BATEMAN     4,4,CLINTON SAND,22362.0,26.0,,39.5897105626836,-82.4174128788289,,,3.0,300.0,73,34127226160000,12.635104327501143
34073207880000,MARION,LOGAN GAS INC,7403806597,WRAY # 1,1,CLINTON SAND,22381.0,26.0,,39.5868234426727,-82.4114872937819,39.5861,-82.41297,2.0,200.0,73,34127226160000,12.496950230289709
34073208050000,MARION,MUNDY DOUGLAS S,7403858995,LEFFLER LLOYD,1,CLINTON SAND,,35.0,,39.5833873443285,-82.4169520166781,,,,,73,34127226160000,13.097603598343873
34073208190000,MARION,KILBARGER INVESTMENTS INC,7403856019,SHAW,2,CLINTON SAND,22412.0,34.0,,39.5812244083472,-82.4067402145583,39.58068,-82.41276,2.0,200.0,73,34127226160000,12.67964851481538
34073208740000,MARION,KILBARGER INVESTMENTS INC,7403856019,SHAW     4,4,CLINTON GROUP,22544.0,35.0,,39.5818664999718,-82.413402354705,39.58068,-82.41276,2.0,200.0,73,34127226160000,13.008968928330281
34073208760000,MARION,KILBARGER INVESTMENTS INC,7403856019,ELLINGER,1,CLINTON SAND,22548.0,34.0,,39.5764157542529,-82.4198055129216,,,2.0,200.0,73,34127226160000,13.826486942709664
34073214410000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,FIUME JOE 2-10926,2,CLINTON SAND,25770.0,20.0,,39.4955634190915,-82.6003283665227,,,,,73,34129200590000,29.604683590100336
34073214420000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,ROWLAND GOLDIE M ET AL 11-10927,11,,,28.0,,39.4825343610376,-82.5702671512233,,,,,73,34127226160000,30.350112327238893
34073214460000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WYLIE PANSY ET AL,3,CLINTON SAND,25854.0,28.0,,39.4875144580635,-82.5714470948038,,,3.0,300.0,73,34127226160000,30.05294391503199
34073214520000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WOODARD MARY E 1,1,CLINTON SAND,25885.0,30.0,,39.4883571401649,-82.6224522867065,,,,,73,34129200590000,27.99405167134793
34073214590000,MARION,DELMATTO NICHOLAS,7403858036,ARTHUR F. ANDERSON # 1,1,CLINTON GROUP,25881.0,23.0,,39.5995248836885,-82.4162479101925,39.60057,-82.41609,3.0,300.0,73,34127226160000,11.839354202686376
34073214670000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HANSEN EARL W 10955,10955,,26014.0,8.0,,39.5203771757973,-82.5836005913648,,,,,73,34127226160000,28.601334169449444
34073214680000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HUFFINES EMERY L 1,1,,26060.0,9.0,,39.5184057580688,-82.5798514846465,,,,,73,34127226160000,28.4653960939801
34073214690000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HUFFINES EMERY L 19,19,,26053.0,9.0,,39.5211631270623,-82.5786103933914,,,,,73,34127226160000,28.200841202862918
34073214710000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,HALLER RAYMOND T 20,20,,26079.0,17.0,,39.5164204213066,-82.584191355005,,,,,73,34127226160000,28.896595297165987
34073214730000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,STAHR FREDIE  ET AL 10995,10995,CLINTON SAND,26135.0,8.0,,39.5200213180578,-82.5964464647153,,,,,73,34129200590000,29.374211432482493
34073214740000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,MCGRADY ELIZA ET AL 11001,11001,CLINTON SAND,26091.0,16.0,,39.5141194502955,-82.5805944775402,,,,,73,34127226160000,28.7970517168678
34073214800000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,KUHN GEORGE W 24,24,CLINTON SAND,26147.0,16.0,,39.5153578986931,-82.5762042100577,,,,,73,34127226160000,28.41230136824887
34073214890000,MARION,KILBARGER INVESTMENTS INC,7403856019,ALTHEO N. HUSTON # 2,2,CLINTON GROUP,26156.0,27.0,,39.5905366089459,-82.4208715550732,39.59009,-82.42297,2.0,200.0,73,34127226160000,12.79169735359402
34073214960000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,SHAW EDSON M,,CLINTON SAND,26248.0,17.0,,39.50632700362,-82.592468834471,,,,,73,34129200590000,29.988286090309252
34073214970000,MARION,HOCKING HILLS ENERGY AND WELL SERVICE LLC,+1 (740) 385-6690,CLARENCE & FLORA DUPLER # 1,1,CLINTON GROUP,26612.0,22.0,,39.6014695229326,-82.4300153764226,,,2.0,200.0,73,34127226160000,12.644563042418286
34073215170000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WYLIE,,CLINTON SAND,26427.0,21.0,,39.5009946171356,-82.5671673348573,,,,,73,34127226160000,28.793804976976663
34073215220000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,MARK MARY L.,,CLINTON SAND,26471.0,19.0,,39.4919476733153,-82.6093126929852,,,,,73,34129200590000,28.96431561153657
34073215290000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,AZBELL LLOYD,,CLINTON SAND,26519.0,21.0,,39.5011547277921,-82.5761968549193,,,,,73,34127226160000,29.380002112802714
34073215310000,MARION,KILBARGER INVESTMENTS INC,7403856019,SCOTT KENNETH E     3,3,CLINTON GROUP,26526.0,36.0,,39.5774784897902,-82.3988906075036,39.57741,-82.39904,2.0,200.0,73,34127226160000,12.577105205910202
34073215320000,WARD,SCHMELZER PLUGGING LLC,7405694636,PEABODY COAL CO,1,CLINTON SAND,26638.0,31.0,,39.4787391499579,-82.2744188817496,,,2.0,200.0,73,34009230360000,10.549879561944687
34073215580000,MARION,KILBARGER INVESTMENTS INC,7403856019,HERBERT & LESTER IMBODEN # 1,1,CLINTON GROUP,29402.0,26.0,,39.5938163395029,-82.4013509330564,39.3567,-82.24158,2.0,200.0,73,34127226160000,11.33414226532669
34073215590000,MARION,GAIA EXPLORATION LLC,7406382141,RUFF,1,CLINTON SAND,26662.0,13.0,,39.615624108819,-82.3810871965755,39.616,-82.37651,2.0,200.0,73,34127226160000,8.393908579115315
34073215680000,MARION,DENNIS FRANK M,7403856765,CLYDE RUFF # 1,1,CLINTON GROUP,26701.0,25.0,,39.5914786782073,-82.3967413003047,,,,,73,34127226160000,11.25740075793158
34073215790000,MARION,GAIA EXPLORATION LLC,7406382141,NEFF     2,2,CLINTON SAND,26820.0,34.0,,39.5770915105253,-82.4334810390813,39.57281,-82.43526,2.0,200.0,73,34127226160000,14.599507335258386
34073215840000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WILLIAMS RONAL L.,11369,,,7.0,,39.5252438754917,-82.6140973800588,,,,,73,34129200590000,27.78918902167449
34073215880000,MARION,GAIA EXPLORATION LLC,7406382141,H.E. NEFF # 3,3,CLINTON GROUP,26998.0,34.0,,39.5751696557056,-82.4334828684364,,,2.0,200.0,73,34127226160000,14.747311238159426
34073215950000,MARION,KILBARGER INVESTMENTS INC,7403856019,F. MILLER     2,2,CLINTON GROUP,26855.0,34.0,,39.5803831794257,-82.4285109215563,39.58229,-82.42839,2.0,200.0,73,34127226160000,14.038565106230832
34073215970000,MARION,KILBARGER INVESTMENTS INC,7403856019,C C POLING,2,CLINTON SAND,26836.0,34.0,,39.5827195918734,-82.4331208848671,39.5822,-82.43584,2.0,200.0,73,34127226160000,14.153608255554218
34073216050000,MARION,AN-CAR OIL CO INC,5084629455,PAUL WHARTON # 1,1-A,CLINTON GROUP,26739.0,13.0,,39.6198824576411,-82.3839198292773,,,,,73,34127226160000,8.262587199203002
34073216150000,WARD,SCHMELZER PLUGGING LLC,7405694636,PEABODY COAL CO,4,CLINTON SAND,26809.0,31.0,,39.4780329544594,-82.264413122914,39.47914,-82.26703,2.0,200.0,73,34009230360000,9.90400937275054
34073216210000,MARION,KILBARGER INVESTMENTS INC,7403856019,CARL C. POLING # 3,3,CLINTON GROUP,27314.0,34.0,,39.5843667913334,-82.4329419058507,39.5822,-82.43583,2.0,200.0,73,34127226160000,14.020970521907739
34073216300000,WARD,SCHMELZER PLUGGING LLC,7405694636,PEABODY COAL CO,5,CLINTON SAND,26957.0,31.0,,39.4748965667961,-82.2750512065336,39.47515,-82.27533,1.0,100.0,73,34009230360000,10.290883391396767
34073216420000,MARION,HOCKING HILLS ENERGY AND WELL SERVICE LLC,+1 (740) 385-6690,FARMER     1,1,CLINTON SAND,27173.0,27.0,,39.5987514972436,-82.4300358432505,39.59949,-82.43234,3.0,300.0,73,34127226160000,12.823374409396116
34073216530000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,WYLIE DON,,CLINTON SAND,,22.0,,39.5025245984507,-82.5650574421955,,,,,73,34127226160000,28.545772391716145
34073216620000,MARION,OIL ENTERPRISES,7403852091,IRA HOLCOMB # 2,2,CLINTON SAND,26999.0,26.0,,39.5954674440689,-82.4059617981958,39.59557,-82.40588,2.0,200.0,73,34127226160000,11.482962013043478
34073216670000,WARD,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,NATCO 24,24,CLINTON SAND,27059.0,32.0,,39.4905438300766,-82.2737607453562,39.49174,-82.27051,1.0,100.0,73,34009230360000,11.481241779472864
34073216690000,WARD,SCHMELZER PLUGGING LLC,7405694636,PEABODY COAL CO,2,CLINTON SAND,27089.0,31.0,,39.4779244761157,-82.2791155338045,39.47798,-82.27946,1.0,100.0,73,34009230360000,10.77566356814921
34073216720000,MARION,OIL ENTERPRISES,7403852091,DAUBENMIRE 5,5,CLINTON SAND,27089.0,25.0,,39.5869507786218,-82.399231718231,39.58934,-82.398,2.0,200.0,73,34127226160000,11.777160653609142
34073216750000,WARD,HOUNDS OIL & GAS LLC,7405917533,SUNDAY CREEK COAL CO. # 3,3-0,CLINTON SAND,27138.0,16.0,,39.5265216128483,-82.2160360491385,39.52674,-82.21583,1.0,100.0,73,34009230360000,13.022869690898235
34073216910000,MARION,KILBARGER INVESTMENTS INC,7403856019,AMNAH,2,CLINTON SAND,27109.0,33.0,,39.5758616145521,-82.4441250577143,39.57743,-82.44456,3.0,230.0,73,34127226160000,15.365182389720882
34073216980000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING-HAWK     # 5,5,CLINTON SAND,27301.0,31.0,,39.4811878301187,-82.2631625120486,,,1.0,100.0,73,34009230360000,10.0996908514448
34073217120000,WARD,GAIA EXPLORATION LLC,7406382141,SUNDAY CREEK COAL CO. # 3R,3R,CLINTON SAND,27226.0,29.0,,39.5437525485805,-82.2469935775886,39.54364,-82.24729,2.0,200.0,73,34127226160000,14.74356177417712
34073217140000,MARION,GAIA EXPLORATION LLC,7406382141,RUFF     2,2,CLINTON SAND,,13.0,,39.6139204564613,-82.3796702765968,,,2.0,200.0,73,34127226160000,8.437957115402902
34073217260000,MARION,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,MAX DAVIDSON # 1,1,CLINTON GROUP,27213.0,13.0,,39.6178887665566,-82.3807283653012,39.61851,-82.38172,2.0,200.0,73,34127226160000,8.200771361516924
34073217440000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING-HAWK     # 7,7,CLINTON SAND,27320.0,31.0,,39.4862916505058,-82.2755460362269,,,2.0,200.0,73,34009230360000,11.225652980490903
34073217460000,MARION,GAIA EXPLORATION LLC,7406382141,SMITH 3,3,CLINTON SAND,,33.0,,39.5724303170602,-82.4453694056938,,,2.0,200.0,73,34127226160000,15.699186062584607
34073217560000,WARD,Hilltop Oilfield Services Inc.,+1 (740) 562-9688,SUNDAY CREEK COAL COMPANY # 5-R,5-R,CLINTON GROUP,27349.0,18.0,,39.5501142456351,-82.2083156143399,39.55311,-82.20477,1.0,100.0,73,34127242600000,12.513235300921362
34073217600000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING-HAWK # 8,8,CLINTON GROUP,27363.0,31.0,,39.4864346902098,-82.2785572055569,39.4867,-82.27867,1.0,100.0,73,34009230360000,11.412394863161563
34073217630000,WARD,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,PEABODY COAL     3-A,3,CLINTON GROUP,27509.0,8.0,,39.4912991296281,-82.1851747147504,39.49226,-82.18521,1.0,4200.0,73,34009230360000,8.881706882786668
34073217640000,WARD,HUFFMAN-BOWERS INC,7403425205,PEABODY COAL CO,1,CLINTON SAND,27603.0,1.0,,39.4760331398803,-82.174969917887,39.47596,-82.17486,1.0,100.0,73,34009230360000,7.2654075785921695
34073217770000,MARION,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,DAVIDSON 124 (TA) 11507,2,CLINTON SAND,27414.0,13.0,,39.6207622757725,-82.3797436855188,,,2.0,200.0,73,34127226160000,7.926196966529874
34073218110000,WARD,HUFFMAN-BOWERS INC,7403425205,JOHN B. JOYCE JR. # 1,1,CLINTON GROUP,27584.0,26.0,,39.4902294378604,-82.2540965277648,,,1.0,100.0,73,34009230360000,10.44673124855902
34073218120000,MARION,HOCKING HILLS ENERGY AND WELL SERVICE LLC,+1 (740) 385-6690,HERMAN FARMER # 2,2,CLINTON GROUP,27608.0,27.0,,39.5980943787659,-82.4331061659599,39.59949,-82.43234,3.0,300.0,73,34127226160000,13.078687780532357
34073218200000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING-HUPRICH # 11,11,CLINTON GROUP,27666.0,25.0,,39.4853629549855,-82.2573909416215,,,1.0,100.0,73,34009230360000,10.161159528337636
34073218210000,WARD,HOUNDS OIL & GAS LLC,7405917533,SUNDAY CREEK COAL CO. # 8R,8R,CLINTON SAND,27622.0,23.0,,39.5372553981899,-82.2269840438841,39.54094,-82.22404,2.0,200.0,73,34127242600000,14.375346609334423
34073218340000,MARION,LOGAN GAS INC,7403806597,BATEMAN #2,2,CLINTON SAND,27766.0,26.0,,39.5957032166302,-82.4163341100785,39.59493,-82.41723,2.0,200.0,73,34127226160000,12.119905869812197
34073218440000,WARD,HUFFMAN-BOWERS INC,7403425205,D.S. TUSSING - D.H. HUPRICH # 12,12,CLINTON GROUP,27712.0,25.0,,39.4842003188331,-82.2594321865026,,,1.0,100.0,73,34009230360000,10.162021863723822
34073218650000,WARD,HUFFMAN-BOWERS INC,7403425205,TUSSING - HUPRICH # 13,13,CLINTON GROUP,27883.0,26.0,,39.4874103665523,-82.2518033914654,,,1.0,100.0,73,34009230360000,10.076664996795392
34073218960000,WARD,HUFFMAN-BOWERS INC,7403425205,POSTON HEIRS     # 2,2,CLINTON SAND,27995.0,20.0,,39.494454266304,-82.2399076739854,,,1.0,210.0,73,34009230360000,10.256683124594815
34073219020000,WARD,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,PEABODY COAL CO.     3-B,3B,CLINTON GROUP,27998.0,8.0,,39.4877318357597,-82.1858993990004,39.488121,-82.185171,1.0,0.0,73,34009230360000,8.483748688132726
34073219050000,MARION,NORTHWOOD ENERGY CORP,+1 (614) 457-1024,DAVIDSON 124 (TA) 11507,4,CLINTON SAND,28084.0,13.0,,39.6228174390356,-82.381252448014,39.62238,-82.3817,2.0,200.0,73,34127226160000,7.879160695072241
34073219150000,MARION,KILBARGER INVESTMENTS INC,7403856019,ROSE T     3,3,CLINTON SAND,38707.0,27.0,,39.5947989641504,-82.4316898902293,39.59486,-82.43154,3.0,300.0,73,34127226160000,13.201404970063821
34073219620000,WARD,HOUNDS OIL & GAS LLC,7405917533,SUNDAY CREEK COAL CO. # 21R,21-R,CLINTON SAND,28301.0,10.0,,39.5248121585914,-82.1915821828318,,,1.0,100.0,73,34127242600000,11.950655912749077
34073219630000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,SIFFORD JOHN C.,,CLINTON SAND,,11.0,,39.5249662476318,-82.5396334735608,,,,,73,34127226160000,25.276256104965793
34073219640000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,CARPENTER LAWRENCE A     12013,12013,,,10.0,,39.5313539545304,-82.5613346830981,,,,,73,34127226160000,26.336900955085337
34073219650000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,EDWARDS DOROTHY     12007,12007,CLINTON SAND,,4.0,,39.5335658017281,-82.5810494385783,,,,,73,34127226160000,27.603655087750973
34073219660000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,SATER EVERETT,12002,CLINTON SAND,,1.0,,39.5335941076238,-82.5071904035682,,,,,73,34127226160000,22.52900322660854
34073219670000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,ESSMAN ANN L 12015,12015,,,2.0,,39.5321444354481,-82.5378887867598,,,1.0,100.0,73,34127226160000,24.664892566038706
34073219680000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,GOLDSBERRY RUSSELL     12004,12004,CLINTON SAND,,2.0,,39.5381543200322,-82.524039497963,,,,,73,34127226160000,23.31697104037421
34073219710000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,ANDERSON CARL E.,,CLINTON SAND,,15.0,,39.5105181857768,-82.5555569225835,,,,,73,34127226160000,27.350505155389996
34073219720000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,ANDERSON CARL E.,,CLINTON SAND,,15.0,,39.5156427236827,-82.5636603161518,,,,,73,34127226160000,27.53598870964982
34073219740000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,PIPER FRANK - CHAPMAN RICHARD,,CLINTON SAND,,8.0,,39.5314935365195,-82.5981179737875,,,,,73,34127226160000,28.966313819340616
34073219750000,LAUREL,COLUMBIA GAS TRANSMISSION LLC,+1 (231) 349-4105,SIDLE     12062,12062,CLINTON SAND,28366.0,10.0,,39.5245201583746,-82.5561884230101,,,,,73,34127226160000,26.427161838543395
